times,z,d,h,v,nearest_labels,haptic_messages,buzzer_messages
21.916863441467285,2.408063888888889,2.271356743846718,6,105,emergency exit,d,nan
22.029899835586548,2.4093855555555557,2.27068898841786,6,103,emergency exit,nan,nan
22.082754850387573,2.4069105555555557,2.2700057377013634,5,102,emergency exit,d,nan
22.14784073829651,2.407535277777778,2.2693579892958033,5,100,emergency exit,nan,nan
22.20248293876648,2.4059494444444445,2.2693579892958033,5,100,emergency exit,nan,nan
22.31472134590149,2.411283611111111,2.2680925614857492,4,98,emergency exit,d,nan
22.36615490913391,2.4172838888888886,2.2680925614857492,4,97,emergency exit,nan,nan
22.46373224258423,2.412606388888889,2.2674595866823295,4,95,emergency exit,d,nan
22.518739938735962,2.41818,2.2674595866823295,3,95,emergency exit,nan,nan
22.629220247268677,2.4194530555555556,2.2668519650577856,2,93,emergency exit,d,nan
22.680734872817993,2.4146716666666665,2.266254400505028,2,92,emergency exit,nan,nan
22.771085500717163,2.4101302777777778,2.2656668933986936,1,91,emergency exit,d,nan
22.903176069259644,2.4129175,2.2650894553895835,2,89,emergency exit,d,nan
22.954761028289795,2.3989813888888887,2.2650843446693227,1,88,emergency exit,nan,nan
23.057100296020508,2.401368611111111,2.2639597040878576,0,86,emergency exit,d,nan
23.109750032424927,2.4057091666666666,2.2639597040878576,0,85,emergency exit,nan,nan
23.20633339881897,2.4035466666666667,2.2634176340570744,0,84,emergency exit,d,nan
23.257286310195923,2.404844166666667,2.2634176340570744,0,84,emergency exit,nan,nan
23.358220100402832,2.404171388888889,2.262353571913651,1,81,emergency exit,d,nan
23.408175706863403,2.3987891666666665,2.262353571913651,1,80,emergency exit,nan,nan
23.512553215026855,2.4000866666666667,2.2618367040704603,1,80,emergency exit,d,nan
23.564165830612183,2.3956174999999997,2.2618367040704603,1,79,emergency exit,nan,nan
23.65804171562195,2.397635833333333,2.2608333426269587,1,76,emergency exit,d,nan
23.70968747138977,2.394968888888889,2.260341734699744,1,75,emergency exit,nan,nan
23.804057359695435,2.3894183333333334,2.2598705145686253,1,73,emergency exit,d,nan
23.85644793510437,2.39259,2.2598705145686253,1,72,emergency exit,nan,nan
23.985965251922607,2.383691944444444,2.259404316715685,2,70,emergency exit,d,nan
24.039464712142944,2.383219722222222,2.2589482719199205,3,70,emergency exit,nan,nan
24.127057313919067,2.3848049999999996,2.258502387729623,2,69,emergency exit,d,nan
24.180391550064087,2.37875,2.2585177645379457,2,67,emergency exit,nan,nan
24.26593852043152,2.373063611111111,2.257656502059579,2,65,emergency exit,d,nan
24.319188117980957,2.370420833333333,2.257656502059579,3,65,emergency exit,nan,nan
